Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Milimo Cbhc,Namwela,,Bungoma,Kenya,http://frontlinecbo.blogspot.com/,http://www2.wayn.com/browser-upgrade,http://kanco.org/map/
Moving The Goal Post,Malindi Highway,,Malindi,Kenya,https://yourlogicalfallacyis.com/special-pleading,http://rationalwiki.org/wiki/Moving_the_goalposts,https://en.wikipedia.org/wiki/Moving_the_goalposts
Travelshoppe Company Limited,Eden Square Building Along Chiromo Road,,Nairobi,Kenya,http://www.shoppetravel.com/,http://www.ramco-group.com/our-companies/travelshoppe-company-limited/,http://www.ramco-group.com/our-companies/travelshoppe-company-limited/
Samimpex Kenya Ltd,"Industrial Area,  Lunga Lunga Road",,Nairobi,Kenya,http://www.businesslist.co.ke/company/92791/samimpex-kenya-ltd/reviews,http://www.businesslist.co.ke/company/92791/samimpex-kenya-ltd
Rock Masters Ltd,"Loita House 14Rh Floor,  Loita Street",,Nairobi,Kenya,,
Gapco Kenya Limited,"14Th Floor, Nation Centre Kimathi Street",,Nairobi,Kenya,http://www.the-star.co.ke/news/2017/03/30/total-tightens-grip-on-oil-market-with-gapco-buy_c1534417,https://www.kenyaplex.com/business-directory/13249-gapco-kenya-ltd-nairobi.aspx
Cereal Growers Association,House No. 268 Mountain View Estate,Off Waiyaki Way,Nairobi,Kenya,|https://www.glassdoor.com/Overview/Working-at-Cereal-Growers-Association-EI_IE1274883.11,37.htm|,|https://www.glassdoor.com/Overview/Working-at-Cereal-Growers-Association-EI_IE1274883.11,37.htm|,http://www.fert.fr/en/des-representants-de-la-cereal-growers-association-en-visite-aupres-des-organisations-cerealieres-francaises-kenya-en/
Total Action Guild Of Kenya,Meru Maua Rd,,Meru,Kenya,http://www.blarbus.co.ke/listings/total-action-guild-of-kenya/,http://www.blarbus.co.ke/listings/total-action-guild-of-kenya/,http://www.ngoindex.com/listings/total-action-guild-of-kenya/
Aic Nyakach Dispensary,Oboch Market,,Oboch,Kenya,https://afya360.co.ke/health-facility/nyakach-aic-dispensary/7842,https://softkenya.com/directory/nyakach-aic-dispensary/,http://www.zakenya.com/health_facility/nyakach-aic-dispensary.html
Val Partners,Parklands Road,Westlands,Nairobi,Kenya,,,
Highway Stores,Jainsala Road,Off Keekorok Road,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/9645-highway-stores-nairobi.aspx,https://www.kenyaplex.com/business-directory/9645-highway-stores-nairobi.aspx,
Greenberry Farm Ltd,"Rattansi Educational Trust,  Moktar Daddah",,Nairobi,Kenya,,
Chartered Engineering Services Ltd,Chepkorio Rd,,Nairobi,Kenya,https://en.wikipedia.org/wiki/Chartered_Engineer_(UK),https://www.facebook.com/pages/Chartered-Engineering-Services-Ltd/1320046428021455,https://www.facebook.com/pages/Chartered-Engineering-Services-Ltd/1320046428021455
Sports Masters Limited,"Westlands Commercial Centre Opposite 9 West, Ring Road","Block B, Suite 1",Nairobi,Kenya,
Jendeka Holdings Ltd,Shinyalu,,Kakamega,Kenya,https://www.kenyaplex.com/business-directory/89983-jendeka-holdings-ltd-nairobi.aspx,http://directory.africa-business.com/business/83f3442817/JENDEKA-HOLDINGS-LTD-,http://directory.africa-business.com/business/83f3442817/JENDEKA-HOLDINGS-LTD-
Wareng Institute Limited,Oginga Odinga Street,,Eldoret,Kenya,,,
Egypro East Africa Ltd,Maki Appartments Ngong Road,,Nairobi,Kenya,https://www.bestjobskenya.com/companies/jobs-of-egypro-east-africa-ltd-E91994EEC1A4AAF0,http://www.jobskenyaone.com/egypro-east-africa-jobs-vacancy-in-kenya-2017/,http://www.healthcareinkenya.com/235-egypro-east-africa-ltd
Multiconsult Consulting Engineer,"Muticom House,  Ngong Road",,Nairobi,Kenya,,
Otonglo Home Based Care & Ovc,Otonglo,,Kisumu,Kenya,https://www.companybooknetworking.com/industries/other-social-advocacy-organizations/kenya/page-11,http://www.humanistalliance.com/ihareports/otonglojan09.doc,https://www.kenyabuzz.com/biz-directory/avenue-group-of-homecare-providers
Nyakio Community Health Workers,Tom Mboya Street,,Nairobi,Kenya,https://www.researchgate.net/figure/264462147_fig1_Figure-3-The-percent-of-women-delivering-at-a-facility-in-Nyakio-where-the,http://www.herdignity.net/files/2013/11/Newborn-Community-Health-Project-Photojournal.pdf,http://www.healthynewbornnetwork.org/resource/improving-maternal-and-newborn-health-effectiveness-of-a-community-health-worker-program-in-rural-kenya/
Securepoint Technologies Limited,Office Suites,Parklands Road,Nairobi,Kenya,https://m.facebook.com/securepointkenya/,https://m.facebook.com/securepointkenya/,
Lord Erroll Restaurant,Runda,,Nairobi,Kenya,http://www.lord-erroll.com/contacts.asp,http://www.lord-erroll.com/contacts.asp,https://www.tripadvisor.com/Restaurant_Review-g294207-d2589490-Reviews-The_Lord_Erroll-Nairobi.html
Centurion Systems Ltd,"New Rehema House,  Rhapta Road",Westlands,Nairobi,Kenya,http://www.centurionsystemsltd.com/careers,http://www.centurionsystemsltd.com/careers
Accountable Leadership Forum,"47560,Moi Avenue",,Nairobi,Kenya,https://m.facebook.com/Accountable-Leadership-Forum-391829577649751/,https://m.facebook.com/Accountable-Leadership-Forum-391829577649751/
Interbeauty Products Limited,Nice & Lovely House Opposite The Jkia Flyover,Mombasa Road,Nairobi,Kenya,http://www.loreal-finance.com/eng/news/loreal-acquires-beauty-firm-interconsumer-products-in-kenya-886.htm,http://placesmap.net/KE/Interbeauty-Products-Limited-94302/,https://www.facebook.com/pages/Interbeauty-products-limited/146422098869378
Hemingways Nairobi Ltd,"Block C, Hemingways Building Karen Office Park","Langata Road, Karen",Nairobi,Kenya,http://www.slh.com/hotels/hemingways-nairobi/
Itec Teams Ltd,5Th Ngong Avenue Box 7537,,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/89875-itec-teams-ltd-nairobi.aspx,https://www.f6s.com/itecteamsltd,http://www.itecteams.net/
International Service For The Acquisition Of Agri-Biotech Application,Ilri Campus,Old Naivasha Road,Nairobi,Kenya,http://www.isaaa.org/resources/publications/,http://www.isaaa.org/,
Seven Four Eight Air Servicesltd,Wilson Business Park Wilson   Airport Langata Road,,Nairobi,Kenya,https://en.wikipedia.org/wiki/748_Air_Services,http://748airservicesltd.com/,
Tri Clover Industries (K) Limited,"Opposite Alpha Centre Airport Road, Mombasa Road",Tri Clover Industrial,Nairobi,Kenya,http://www.21food.com/showroom/32914/aboutus/tri-clover-industries-(k)-ltd..html,http://www.21food.com/showroom/32914/aboutus/tri-clover-industries-(k)-ltd..html
Institute For Research And Policy Alternatives,1St Ngong Avenue,Ack Annexe,Nairobi,Kenya,,,
Africa Sports And Talents Empowerment Program,Eldoret Iten Road Chepkoilel Junction,,Eldoret,Kenya,https://www.facebook.com/pages/Africa-Sports-Talents-Empowerment-Program/297717170369750,http://www.commongroundforafrica.org/kick-it-sports-academy.html,http://astepafrica.weebly.com/
Dynaplas Limited,Airport North Road,Embakasi,Nairobi,Kenya,http://www.dynaplas.com/history.html,http://www.dynaplas.com/about.html,http://www.dynaplas.com/contact.html
Abdulla Fazal & Sons Ltd,Jubilee Exchange Building Mama Ngina Street,,Nairobi,Kenya,https://www.howwemadeitinafrica.com/nairobi-clothing-store-dressing-fourth-generation-customers/,https://www.geni.com/people/Abdulla-Fazal/362026265220002854,http://littleredafrica.com/Our-History
Green Hope,"Wabera Street,",,Nairobi,Kenya,https://www.harlemonestop.com/organization/658/greenhope-services-for-women-inc,http://treatment-facilities.healthgrove.com/l/13815/Greenhope-Services-for-Women-Inc
Nyanza Petroleum Dealers Ltd,Mombasa Road,,Nairobi,Kenya,http://whoswho.co.ke/nyanza-petroleum-dealers-ltd-pandya-road-239112,http://whoswho.co.ke/nyanza-petroleum-dealers-ltd-pandya-road-239112,https://www.ftaarea.com/company-details-135/1229392.html
Wamoromu Investments Ltd,"Corner Plaza,  Westlands",,Nairobi,Kenya,,
Nyeri Youth Bunge Forum,Kingongo,,Nairobi,Kenya,https://m.facebook.com/KonyuGwitu/,https://www.facebook.com/pages/M-E-focal-person-Nyeri-County-Youth-Bunge-Forum/426613424116938,https://www.facebook.com/groups/310391115812484/310739662444296/
East Africa Exploration (Kenya) Ltd,"Lr No. 209/638/1, Loita House Loita Street",,Nairobi,Kenya,http://www.oilnewskenya.com/tag/east-africa-exploration-kenya-ltd/,http://companydata.inoxico.com/research-reports/Kenya/EAST-AFRICAN-EXPLORATION-KENYA-LIMITED--/
Kensite International Ltd,"Kensia House,  Murang'a Road",Park Road,Nairobi,Kenya,http://www.businesslist.co.ke/company/37214/kensite-international-ltd/qa,http://www.businesslist.co.ke/company/37214/kensite-international-ltd/qa
First Reinsurance Brokers Ltd,Rose Avenue Karanja Kabage Pacific Insurance Brokers Ea Ltd,Off Dennis Pritt Road,Nairobi,Kenya,http://www.africaoutlookmag.com/outlook-features/first-reinsurance-brokers-ltd,http://www.africaoutlookmag.com/outlook-features/first-reinsurance-brokers-ltd,http://findlocallist.com/listings/first-reinsurance-brokers-ltd-2553987.html
Real Auto Parts Limited,No 1 Kirinyaga Road,,Nairobi,Kenya,https://www.yelp.com/biz/all-car-parts-canoga-park,https://www.kenyaplex.com/business-directory/12835-real-auto-parts-ltd-nairobi.aspx,https://www.kenyaplex.com/business-directory/12835-real-auto-parts-ltd-nairobi.aspx
Zylog Enterprises Ltd,"Ips Building,  Kimathi Street",,Nairobi,Kenya,https://yellowpages.cybo.com/KE-biz/zylog-enterprises-ltd,https://yellowpages.cybo.com/KE-biz/zylog-enterprises-ltd
Ipsos Limited,James Gichuru,,Nairobi,Kenya,https://en.wikipedia.org/wiki/Ipsos,https://www.ipsos.com/ipsos-mori/en-uk,https://www.ipsos.com/
Bel-Aire International Limited,"Westlands Arcade 2Nd Floor, Room 201",Chiromo Road,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/12075-bel-aire-international-ltd-nairobi.aspx,https://www.kenyaplex.com/business-directory/12075-bel-aire-international-ltd-nairobi.aspx
Generics Africa Limited,Along Murranga Aqua,Office Suites,Nairobi,Kenya,https://pharmacydirectkenya.com/genericsafrica.com/contact_us.html,https://pharmacydirectkenya.com/genericsafrica.com/contact_us.html,https://pharmacydirectkenya.com/genericsafrica.com/
Polytanks Kenya Ltd,"Off Mombasa Road, City Cabanas Junction","Next To Kenbro, Behind Rhino Cement Nairobi",Nairobi,Kenya,https://m.facebook.com/Polytanks-Kenya-Ltd-248706701912841/
Lakhir Plastics Limited,Arap Kitonga Road,,Eldoret,Kenya,http://www.adixplastics.com/contact.html,http://madein-kenya.com/listing/location/kenya/eldoret/eldoret/orderby/popular,http://www.mclloydbis.com/profile/708232/lakhir-plastics-ltd.html
Gay Kenya Trust Registered As Kelega Youth Empowerment And Education,Butere Road Off Bandari Road,,Nairobi,Kenya,https://issuu.com/galck/docs/grt_booklet__3_,https://www.companybooknetworking.com/industries/other-social-advocacy-organizations/kenya/page-1,https://github.com/kn9ts/FreeLay/blob/master/uploads/freelay-1787130412.csv
Ncr (Kenya) Limited,"Opposite Times Towers,  Agip House Entrance B, Room 516, Harambe",Off Haile Selassie Avenue,Nairobi,Kenya
Institute Of Policy Analysis & Research,"Ambank House,  University Way",,Nairobi,Kenya,,
Flagship Carries Ltd,Parklands Road,Mpaka Road,Nairobi,Kenya,,,
Joseph Gonjobo Sukunatu,Tullu Roba,,Isiolo,Kenya,https://m.facebook.com/Dr.Sukunatu.J.G,http://government-contractors.insidegov.com/l/764260/Joseph-Gonjobo-Sukunatu,http://government-contractors.insidegov.com/l/764260/Joseph-Gonjobo-Sukunatu
Pressmaster Ltd,L.R No. 209/12165,Off Airport North Road,Nairobi,Kenya,https://softkenya.com/directory/pressmaster-ltd/,https://softkenya.com/directory/pressmaster-ltd/,https://www.kenyaplex.com/business-directory/14314-pressmaster-ltd-nairobi.aspx
Joy Vipinchandra Bhatt And Company,"Corner Plaza, Parklands Road",Lr No 1870/1/210,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/88-joy-v-bhatt--company-nairobi.aspx,http://yellow.co.ke/joy-v-bhatt-co-nairobi
Unga Farm Care E A Limited,Ngano House Commercial Street,,Nairobi,Kenya,http://www.wishh.org/wp-content/uploads/2014/09/Bob-Thieme.pdf,http://ungagroup.com/contact-us/,http://ungagroup.com/feeds/
Myisp Limited,7 Parklands,,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/18702-myisp-limited-nairobi.aspx,http://yellow.co.ke/myisp-limited-nairobi,
Eastern Africa Grain Council,Westlands Close Off Westlands Road,,Nairobi,Kenya,http://www.eatradehub.org/eastern_africa_grain_council,http://www.eatradehub.org/eastern_africa_grain_council,https://en.wikipedia.org/wiki/Eastern_Africa_Grain_Council_(EAGC)
Comztek East Africa,"Mecer Place, Opposite Mp Shah Hospital",Crescent Road,Nairobi,Kenya,http://whoswho.co.ke/comztek-east-africa-ltd-280480,http://whoswho.co.ke/comztek-east-africa-ltd-280480
Unighir Ltd,Road C,,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/87077-unighir-limited--nairobi.aspx,http://yellow.co.ke/unighir-limited-nairobi,http://www.healthcareinkenya.com/5104-unighir-ltd
Zakhem International Construction Ltd,"Outer Ring Road, Opposite G.S.U","Headquarters, Ruaraka",Nairobi,Kenya,
East Africa Market Development Associates Ltd,Riara Corporate Suites Riara Road,,Nairobi,Kenya,https://www.facebook.com/pages/East-Africa-Market-Development-Associates-Ltd/518160274979021,https://www.facebook.com/pages/East-Africa-Market-Development-Associates-Ltd/518160274979021,https://www.developmentaid.org/%23!/organizations/view/49658
Newsai Self Help Group,Oloo,,Eldoret,Kenya,http://www.thehindu.com/news/cities/Delhi/self-help-groups-making-rural-women-selfreliant/article7168538.ece,http://indianexpress.com/about/self-help-groups/,http://www.ndtv.com/topic/self~help-groups
Tripple Twin Logistics Ltd,Mirage Plaza,Along Mombasa Road,Nairobi,Kenya,http://www.freightnet.com/profile/17679.htm,http://www.freightnet.com/profile/17679.htm,http://www.jctrans.net/ShopComProfile/details_6746.html
Red Print Creative Studio,Mazingira Close,,Nairobi,Kenya,http://government-contractors.insidegov.com/l/506673/Red-Print-Creative-Studio,http://government-contractors.insidegov.com/l/506673/Red-Print-Creative-Studio,http://government-contractors.insidegov.com/l/506673/Red-Print-Creative-Studio
Modefinserver Ea Limited,"Tower (3) The Mirage, Waiyaki Way","Opposite Chiromo Stage, Westlands",Nairobi,Kenya,
Valentine Gitoho,83 Muthaiga Road,,Nairobi,Kenya,https://www.twr.org/board/valentine-gitoho/,https://www.twr.org/board/valentine-gitoho/,https://berkleycenter.georgetown.edu/interviews/a-discussion-with-valentine-gitoho-financial-managament-consultant-and-entrepreneur-in-kenya
Kericho Booksellers And Stationers,Pansora Building Kenyatta Road,,Kericho,Kenya,https://softkenya.com/directory/tag/kericho-booksellers-stationers/,https://softkenya.com/directory/kericho-booksellers/,https://softkenya.com/directory/kericho-booksellers-stationers-2/
Ballcam Investments,White House,,Nakuru,Kenya,http://newatlas.com/ballcam-football-camera/26452/,http://beforeitsnews.com/science-and-technology/2013/02/ballcam-utilizes-algorithms-and-gopro-camera-to-provide-new-field-of-view-2550596.html,http://www.kentroof.com/shop/ballcam-telescopic-pole-cameras/accessories/lens-carry-case/
Eastern Chemical Industries Limited,Plot No 125 Section Xx Changamwe,,Mombasa,Kenya,http://www.medindia.net/buy_n_sell/pharm_industry/eastern-chemical-industrial-pvt-ltd-cuttack-orissa-1481-1.htm,https://www.kenyaplex.com/business-directory/3979-eastern-chemical-industries-limited-mombasa.aspx,http://www.easternchemicals.in/contact.php
Cyber Networks Ltd,Argwings Kodhek Road,,Nairobi,Kenya,http://www.yellow.ug/company/30757/cyber-networks-ltd,http://www.yellow.ug/company/30757/cyber-networks-ltd,http://www.cyberspace.net.ng/
Regional Data Systems (Kenya) Ltd,"Crb Centre, Prosperity House Westlands Road","Off Museum Hill, Westlands",Nairobi,Kenya,
Bramplin Info Tech Solutions Enterprise,Mayor Road,,Mbagathi,Kenya,https://www.companybooknetworking.com/industries/all-other-telecommunications/kenya/page-1,http://www.thebitsgroup.com/,http://www.koniagtech.com/
Nyaigesa Building Contractors,No 143 Block Iii,,Kisii,Kenya,https://www.buildingtrades.com/,http://findlocallist.com/listings/nyaigesa-building-contractors-2554346.html,http://findlocallist.com/listings/nyaigesa-building-contractors-2554346.html
Ams International Ltd,"Posta Sacco Plaza,  Uhuru Highway",University Way,Nairobi,Kenya,,
Rhone Poulenc Kenya Ltd,Kahawa Station Road,Off Kamiti Road,Nairobi,Kenya,http://www.icpcredit.com/Companies/RHONE_POULENC_KENYA_LTD/121135.company,https://www.ftaarea.com/company-details-135/1244234.html,https://www.facebook.com/pages/Rh%C3%B4ne-Poulenc-Kenya-Ltd/237167823287439
Emser Consultants Limited,58 Kyuna Road,,Nairobi,Kenya,https://beta.companieshouse.gov.uk/search/companies%3Fq%3DConsilium%2BConsulting%2BLtd%26page%3D1167,https://www.emser.com/pages/terms-of-service,https://beta.companieshouse.gov.uk/company/08907622
Maseno University Consotium,Maseno Township,,Kisumu,Kenya,http://www.4icu.org/reviews/2973.htm,http://41.89.192.20/Login.aspx,http://klisc.org/content/maseno-university
Romer Services Limited,Furaha Suites Apartments Block A 2,Opposite Nairobi Hospital,Nairobi,Kenya,http://www.romer.co.ke/,,
Ocean Freight E.A Limited,Msc Plaza Moi Avenue,,Moi Avenue,Kenya,https://www.kenyaplex.com/business-directory/85127-oceanfreight-ea-ltd-3rd-4th-floor-msc--plaza-moi-avenue.aspx,http://www.businesslist.co.ke/company/68297/oceanfreight-ea-ltd,https://www.kenyaplex.com/business-directory/23237-oceanfreight-%5Bea%5D-ltd-mombasa.aspx
Electronics Technology Group Limited Etg,Sharp Centre Opp Muthaiga Golf Club,Wambui Road,Nairobi,Kenya,https://www.facebook.com/pages/Electronics-Technology-GroupETG-LtdJubaSouth-Sudan/294708967220141,http://findlocallist.com/listings/electronics-technology-group-limited-etg-2801729.html,
International Foreign Trade Company Limited,"Westminister House,  Kenyatta Avenue",,Nairobi,Kenya,http://www.businesslist.co.ke/company/51161/international-foreign-trade-co-ltd,http://www.yellowpageskenya.com/site/details/6745
Earth Peace International Kenya,Chewa Road,,Taveta,Kenya,https://www.africa-confidential.com/article-preview/id/11873/A_scorched_earth_peace,http://www.ipeacei.org/,http://www.blarbus.co.ke/listings/earth-peace-international-kenya/
Development Bank Of Kenya Limited,Finance House Loita Street,,Nairobi,Kenya,https://en.wikipedia.org/wiki/Development_Bank_of_Kenya,http://www.devbank.com/privacy.php,http://www.devbank.com/opportunity.php
